data,rmse
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_5.mol2,6.374788663163666
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_6.mol2,5.905755095667277
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_9.mol2,6.927968109409858
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_4.mol2,5.952379904815383
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_3.mol2,6.417791668966046
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_7.mol2,2.1153656007886674
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_10.mol2,5.7870487837066
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_1.mol2,0.5558478602549443
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_8.mol2,6.205603186334911
/data2/yzd/docking/refined-set/4oiv/4oiv_docked_ligand_2.mol2,0.4529648855043842
